"","parameter","m1_cancer_beta","m1_noncancer_beta","m2_cancer_beta","m2_noncancer_beta","m1_cancer_mean","m1_noncancer_mean","m2_cancer_mean","m2_noncancer_mean","power","ln_1","ln_2","m1_surv","m2_surv","m1_surv","m2_surv","parameter","m1_cancer_beta","m1_noncancer_beta","m2_cancer_beta","m2_noncancer_beta","m1_cancer_mean","m1_noncancer_mean","m2_cancer_mean","m2_noncancer_mean","power","ln_1","ln_2","m1_surv","m2_surv","m1_surv","m2_surv"
"528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.50035,0.91043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65508,0.89936,0.50918,0.91376
"529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.49938,0.91043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65446,0.89936,0.5086,0.91376
"530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.49938,0.91043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65385,0.89936,0.50802,0.91376
"531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.49938,0.91043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65323,0.89936,0.50744,0.91376
"532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.4985,0.91043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65261,0.89936,0.50687,0.91376
"533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.4985,0.91043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65199,0.89936,0.50629,0.91376
"534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.4985,0.91043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65138,0.89936,0.50572,0.9136
"535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.4985,0.91043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65076,0.89936,0.50514,0.9136
"536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.4985,0.91011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65015,0.89936,0.50457,0.91344
"537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.4985,0.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64953,0.89936,0.504,0.91328
"538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.4985,0.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64892,0.89936,0.50342,0.91328
"539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.4985,0.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64831,0.89936,0.50285,0.91312
"540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.4985,0.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64769,0.89936,0.50228,0.91312
"541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.39986,0.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64708,0.89936,0.50171,0.91312
"542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.39986,0.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64647,0.89936,0.50114,0.91296
"543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.39986,0.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64586,0.89936,0.50057,0.91296
"544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.39986,0.90948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64525,0.89936,0.5,0.91264
"545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.39986,0.90948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64464,0.89936,0.49944,0.91264
"546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.39419,0.90916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64403,0.89936,0.49887,0.91247
"547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76373,0.91921,0.39014,0.90885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64342,0.89936,0.4983,0.91231
"548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.90853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64282,0.89936,0.49774,0.91215
"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.90853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64221,0.89936,0.49717,0.91215
"550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6416,0.89936,0.49661,0.91183
"551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641,0.89936,0.49604,0.91183
"552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64039,0.89936,0.49548,0.91183
"553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63978,0.89936,0.49492,0.91183
"554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63918,0.89936,0.49436,0.91183
"555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63858,0.89936,0.4938,0.91183
"556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63797,0.89936,0.49323,0.91183
"557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63737,0.89936,0.49267,0.91183
"558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63677,0.89936,0.49212,0.91183
"559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63617,0.89936,0.49156,0.91183
"560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63557,0.89936,0.491,0.91183
"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63496,0.89936,0.49044,0.91167
"562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63436,0.89936,0.48988,0.91167
"563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63377,0.89936,0.48933,0.91167
"564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63317,0.89936,0.48877,0.91167
"565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63257,0.89867,0.48822,0.91167
"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63197,0.89867,0.48766,0.91167
"567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.39014,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63137,0.89867,0.48711,0.91167
"568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.37343,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63078,0.89867,0.48656,0.91167
"569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36916,0.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63018,0.89867,0.486,0.91167
"570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36916,0.90758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62959,0.89867,0.48545,0.91151
"571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36916,0.90758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62899,0.89867,0.4849,0.91151
"572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36916,0.90758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6284,0.89867,0.48435,0.91151
"573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36819,0.90758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6278,0.89867,0.4838,0.91151
"574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36819,0.90694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62721,0.89867,0.48325,0.91103
"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36819,0.90694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62662,0.89867,0.4827,0.91103
"576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36819,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62603,0.89867,0.48216,0.91087
"577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36819,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62543,0.89797,0.48161,0.91087
"578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36819,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62484,0.89797,0.48106,0.91087
"579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36819,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62425,0.89797,0.48051,0.91087
"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36819,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62366,0.89797,0.47997,0.91087
"581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36819,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62307,0.89797,0.47942,0.91087
"582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75876,0.91921,0.36819,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62249,0.89797,0.47888,0.9107
"583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91921,0.36148,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6219,0.89797,0.47834,0.9107
"584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91921,0.36148,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62131,0.89797,0.47779,0.9107
"585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91921,0.36148,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62072,0.89797,0.47725,0.9107
"586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91921,0.3569,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62014,0.89797,0.47671,0.9107
"587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91921,0.3569,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61955,0.89797,0.47617,0.91054
"588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91921,0.3569,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61896,0.89797,0.47563,0.91054
"589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91921,0.3569,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61838,0.89797,0.47509,0.91054
"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.3569,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6178,0.89727,0.47455,0.91054
"591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.3569,0.90662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61721,0.89658,0.47401,0.91054
"592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.3569,0.9063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61663,0.89658,0.47347,0.91038
"593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.3569,0.9063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61605,0.89658,0.47293,0.91038
"594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.3569,0.90598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61546,0.89658,0.4724,0.91022
"595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.35182,0.90598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61488,0.89588,0.47186,0.91022
"596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.35182,0.90598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6143,0.89588,0.47133,0.91022
"597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.35182,0.90598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61372,0.89588,0.47079,0.91022
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61314,0.89588,0.47026,0.91022
"599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61256,0.89588,0.46972,0.91006
"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61198,0.89588,0.46919,0.9099
"601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61141,0.89518,0.46866,0.9099
"602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61083,0.89518,0.46812,0.90974
"603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61025,0.89518,0.46759,0.90974
"604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60967,0.89518,0.46706,0.90958
"605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6091,0.89448,0.46653,0.90958
"606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60852,0.89448,0.466,0.90958
"607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60795,0.89448,0.46547,0.90941
"608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60737,0.89448,0.46495,0.90941
"609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6068,0.89448,0.46442,0.90941
"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60623,0.89448,0.46389,0.90941
"611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60565,0.89448,0.46336,0.90941
"612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34796,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60508,0.89448,0.46284,0.90941
"613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34557,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60451,0.89448,0.46231,0.90941
"614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34429,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60394,0.89448,0.46179,0.90941
"615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34099,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60337,0.89448,0.46126,0.90941
"616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34099,0.90502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6028,0.89448,0.46074,0.90925
"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34099,0.9047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60223,0.89448,0.46022,0.90909
"618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34099,0.9047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60166,0.89448,0.4597,0.90877
"619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34099,0.9047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60109,0.89448,0.45917,0.90877
"620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34099,0.9047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60052,0.89448,0.45865,0.90877
"621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34099,0.90437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59996,0.89448,0.45813,0.90861
"622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.34099,0.90437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59939,0.89448,0.45761,0.90861
"623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33385,0.90405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59882,0.89448,0.45709,0.90845
"624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33385,0.90405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59826,0.89448,0.45657,0.90845
"625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33385,0.90405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59769,0.89448,0.45606,0.90845
"626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33385,0.90372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59713,0.89448,0.45554,0.90828
"627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33385,0.90372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59656,0.89448,0.45502,0.90828
"628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33385,0.90372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596,0.89448,0.4545,0.90812
"629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33385,0.9034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59544,0.89448,0.45399,0.90796
"630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33385,0.9034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59487,0.89448,0.45347,0.90796
"631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33385,0.9034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59431,0.89378,0.45296,0.90796
"632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33172,0.90307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59375,0.89378,0.45244,0.9078
"633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33172,0.90307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59319,0.89378,0.45193,0.9078
"634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33172,0.90307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59263,0.89378,0.45142,0.9078
"635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33172,0.90307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59207,0.89378,0.45091,0.9078
"636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.33172,0.90307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59151,0.89378,0.45039,0.9078
"637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.32947,0.90307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59095,0.89378,0.44988,0.9078
"638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.32947,0.90274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59039,0.89378,0.44937,0.90764
"639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.32947,0.90274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58984,0.89307,0.44886,0.90764
"640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.32947,0.90274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58928,0.89307,0.44835,0.90764
"641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.32947,0.90241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58872,0.89307,0.44784,0.90747
"642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73863,0.91745,0.32947,0.90241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58817,0.89307,0.44734,0.90731
"643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72999,0.91745,0.32947,0.90241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58761,0.89307,0.44683,0.90731
"644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72999,0.91745,0.32947,0.90241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58705,0.89307,0.44632,0.90731
"645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72999,0.91745,0.32947,0.90241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5865,0.89307,0.44582,0.90715
"646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72999,0.91745,0.32947,0.90241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58595,0.89307,0.44531,0.90715
